ID,DrivingChildren,DOB,Age,HomeChildren,YearsOnJob,Income,SingleParent,HomeValue,MaritalStatus,Gender,Education,Occupation,TravelTime,CarUse,VehicleValue,TimeInForce,CarType,RedCar,TotalClaims5Years,ClaimsFrequency5Years,LicenseRevoked,VehiclePoints,ClaimsAmount,CarAge,ClaimsFlagCrash,CityPopulation
101437485,0,7/5/1960,39,0,10,31869,No,0,No,F,High School,Clerical,5,Private,15140,22,SUV,No,8431,1,No,4,0,7,No,Urban
354229385,0,12/2/1954,44,2,14,57857,Yes,0,No,F,Bachelors,Professional,23,Private,19170,1,SUV,No,0,0,No,0,0,7,No,Urban
908301475,0,5/2/1961,38,0,9,57890,No,0,No,F,Bachelors,Clerical,19,Commercial,25280,1,Pickup,No,0,0,Yes,2,3338,13,Yes,Urban
707470066,0,9/24/1969,30,4,16,42579,No,169596,Yes,F,High School,Blue Collar,12,Commercial,24490,10,Pickup,No,2974,1,No,0,0,7,No,Urban
819681380,0,10/3/1955,44,0,4,64617,No,0,No,F,High School,Blue Collar,46,Commercial,12360,4,SUV,No,0,0,No,0,0,1,No,Urban
364590423,0,10/3/1955,44,2,14,26377,Yes,169045,No,M,High School,Clerical,30,Private,8540,1,Minivan,Yes,4236,3,No,3,4312,1,Yes,Urban
173124759,0,7/15/1962,37,0,9,101863,No,291191,No,M,Bachelors,Professional,43,Commercial,25850,4,Panel Truck,Yes,0,0,No,0,0,5,No,Urban
85976149,0,7/23/1975,24,1,7,6862,Yes,0,No,F,Bachelors,Clerical,38,Private,2190,1,SUV,Yes,11226,1,No,4,2569,9,Yes,Urban
758460775,0,3/6/1955,44,0,14,110556,No,345278,Yes,F,Masters,Manager,41,Private,14090,6,SUV,No,0,0,No,2,0,14,No,Urban
874293167,0,7/5/1942,57,0,15,66293,No,242648,Yes,M,Bachelors,Professional,7,Commercial,27370,6,Panel Truck,No,0,0,No,0,0,7,No,Urban
752605960,0,8/2/1944,55,0,10,7231,No,82289,Yes,F,Masters,Lawyer,21,Private,2220,4,SUV,No,26871,1,Yes,2,0,12,No,Urban
280723155,0,9/10/1950,49,0,15,95637,No,277837,Yes,M,High School,Blue Collar,9,Commercial,12330,1,Minivan,Yes,0,0,No,1,0,1,No,Urban
630289134,0,8/12/1945,54,0,6,73663,No,268990,Yes,M,Bachelors,Professional,14,Commercial,41310,7,Panel Truck,No,36700,1,Yes,3,0,5,No,Urban
232838532,0,8/17/1944,55,0,15,87426,No,286182,Yes,M,Bachelors,Blue Collar,41,Private,8410,4,Pickup,No,0,0,No,0,0,9,No,Urban
915517588,0,5/6/1958,41,2,12,10758,No,92197,Yes,F,Masters,Home Maker,41,Commercial,22210,7,Pickup,No,0,0,No,2,0,12,No,Urban
273204117,0,3/1/1947,52,0,12,82599,No,0,No,F,Masters,Lawyer,16,Private,13660,6,Minivan,No,0,0,No,2,0,26,No,Urban
131312301,0,11/11/1948,51,1,15,58184,No,231102,Yes,F,High School,Manager,11,Private,16010,9,Minivan,No,0,0,No,0,0,1,No,Urban
861285967,0,11/8/1948,51,0,11,122934,No,0,No,F,Bachelors,Professional,38,Private,28140,1,Minivan,No,4992,2,No,6,0,11,No,Urban
125727457,0,7/29/1951,48,0,12,80657,No,257921,Yes,M,Bachelors,Blue Collar,42,Commercial,14370,13,Minivan,Yes,2928,2,No,4,0,9,No,Urban
121455159,0,1/10/1951,48,0,8,75914,No,0,No,F,Bachelors,Professional,51,Private,13240,1,SUV,No,0,0,No,0,0,1,No,Urban
986624385,0,6/7/1951,48,0,10,19718,No,126038,Yes,F,High School,Clerical,23,Private,15550,6,Minivan,No,0,0,No,2,0,1,No,Urban
747557690,0,8/4/1954,45,2,0,0,No,115797,Yes,M,High School,Student,21,Private,6880,1,Pickup,Yes,0,0,No,0,0,7,No,Urban
60772381,0,3/1/1948,51,0,14,77728,No,215250,No,F,Bachelors,Blue Collar,43,Commercial,14370,10,SUV,No,8466,4,No,4,0,9,No,Urban
64779757,0,7/22/1946,53,0,16,73056,No,0,No,M,Bachelors,Manager,34,Private,14110,9,Minivan,Yes,0,0,No,1,0,12,No,Urban
582239433,0,6/5/1953,46,0,10,93543,No,0,No,F,Masters,Lawyer,54,Private,24430,1,Minivan,No,43170,2,No,6,0,16,No,Urban
308802855,0,8/16/1945,54,0,12,1590,No,58365,Yes,M,Masters,Lawyer,14,Private,20320,7,Van,Yes,0,0,No,0,0,16,No,Urban
560240002,0,12/23/1967,31,1,9,17645,No,0,Yes,F,Bachelors,Student,32,Commercial,4600,6,SUV,No,0,0,Yes,0,0,11,No,Urban
835290346,0,2/9/1952,47,0,13,40460,No,0,No,F,Masters,Blue Collar,54,Commercial,5550,4,Sports Car,No,0,0,No,1,0,16,No,Rural
506016624,0,8/9/1948,51,0,12,15542,No,0,No,F,High School,Blue Collar,14,Private,3050,10,SUV,No,0,0,No,0,0,1,No,Rural
908951082,0,5/30/1952,47,0,11,93658,No,303850,Yes,M,Masters,Lawyer,37,Private,6200,5,Minivan,No,0,0,No,0,0,15,No,Urban
183450284,0,8/1/1961,38,0,5,25123,No,101352,Yes,M,High School,Student,52,Private,11710,1,Pickup,Yes,0,0,No,1,0,1,No,Rural
549987782,0,12/2/1943,55,0,11,34466,No,152288,No,F,High School,Clerical,32,Private,17080,7,Minivan,No,0,0,No,1,0,1,No,Urban
464246616,0,12/21/1951,47,0,14,52814,No,217253,Yes,M,High School,Blue Collar,20,Commercial,11480,1,Pickup,Yes,0,0,No,0,0,11,No,Rural
136529714,2,7/8/1954,45,3,10,116018,No,0,Yes,M,Bachelors,Manager,25,Commercial,17600,4,Van,No,16545,1,Yes,2,4011,4,Yes,Urban
48124408,0,12/19/1946,52,0,6,147666,No,405910,Yes,F,Masters,Lawyer,43,Private,21530,7,Minivan,No,0,0,No,0,0,17,No,Rural
299535182,0,1/26/1951,48,0,10,173279,No,0,No,F,PhD,Doctor,27,Private,22390,4,Van,No,7357,2,No,8,0,1,No,Urban
571506701,0,3/24/1949,50,0,11,92321,No,317665,Yes,M,Masters,Lawyer,28,Private,11660,6,Minivan,No,0,0,No,0,0,10,No,Urban
624938466,0,3/4/1958,41,1,0,0,No,65804,Yes,F,High School,Home Maker,31,Private,5600,1,SUV,No,7792,3,No,2,0,1,No,Urban
619566934,0,11/5/1952,47,0,11,86434,No,236431,Yes,F,Masters,Manager,36,Private,13270,1,Minivan,No,0,0,No,0,0,14,No,Urban
55524088,0,2/18/1972,27,1,9,7989,No,59185,Yes,F,High School,Home Maker,48,Private,5000,6,Sports Car,No,0,0,No,2,0,1,No,Rural
773531108,2,1/4/1957,42,3,17,28916,No,115937,Yes,F,High School,Clerical,43,Private,8300,4,Sports Car,No,958,1,No,4,8809,7,Yes,Urban
128098401,0,4/3/1974,25,1,9,24234,No,0,Yes,M,Bachelors,Student,46,Commercial,6420,1,Pickup,Yes,1368,2,No,1,0,15,No,Rural
627042394,0,5/10/1965,34,3,9,23439,No,113409,Yes,F,High School,Clerical,38,Private,7240,4,Minivan,No,0,0,Yes,1,7551,6,Yes,Urban
218091133,0,12/26/1962,36,0,9,64677,No,0,No,F,Masters,Lawyer,43,Private,11570,6,SUV,No,8190,2,No,5,0,23,No,Urban
967475025,1,8/4/1955,44,3,15,74483,No,265815,Yes,F,High School,Clerical,43,Private,12300,6,SUV,No,0,0,No,0,0,5,No,Rural
183615561,0,10/4/1950,49,0,9,117252,No,0,No,M,Masters,Lawyer,28,Private,18130,11,Van,Yes,6494,2,No,0,0,15,No,Urban
233129192,1,9/11/1958,41,2,15,105563,No,306854,Yes,F,Masters,Lawyer,23,Private,27520,7,Pickup,No,35585,2,Yes,0,3771,18,Yes,Urban
367663474,0,10/6/1953,46,0,11,68126,No,214584,Yes,F,Bachelors,Professional,52,Private,21160,1,Minivan,No,0,0,No,0,0,6,No,Urban
299207740,0,9/12/1945,54,0,13,63212,No,207429,Yes,F,High School,Manager,38,Private,13220,1,SUV,No,6712,1,No,0,0,1,No,Urban
454506838,0,9/28/1953,46,0,14,39075,No,170744,Yes,F,Masters,Lawyer,8,Private,26000,1,Minivan,No,0,0,No,3,0,18,No,Urban
571823205,0,4/6/1953,46,1,13,62886,Yes,202178,No,F,Bachelors,Professional,18,Private,22260,1,Minivan,No,5290,1,No,6,0,6,No,Urban
202763058,1,9/15/1959,40,3,14,33150,No,146180,Yes,M,High School,Clerical,23,Commercial,20990,4,Van,Yes,0,0,No,0,0,1,No,Rural
651998401,0,12/20/1948,50,0,0,0,No,0,No,F,High School,Home Maker,37,Private,6500,3,Sports Car,No,0,0,No,0,2668,1,Yes,Urban
888316246,0,12/16/1955,43,1,8,23921,Yes,0,No,F,High School,Clerical,25,Private,14070,21,Sports Car,No,3805,1,No,2,4488,1,Yes,Urban
204629831,1,8/23/1954,45,1,10,36365,Yes,0,No,M,High School,Clerical,48,Private,20010,4,Minivan,No,0,0,No,3,5811,8,Yes,Urban
184370200,2,11/22/1962,36,2,10,35990,Yes,0,No,M,High School,Clerical,34,Private,13840,6,Minivan,Yes,10310,1,No,3,890,1,Yes,Rural
893164992,0,11/6/1949,50,0,12,102191,No,308402,Yes,M,Masters,Manager,55,Commercial,19380,11,Van,Yes,8730,2,No,0,0,21,No,Urban
657603682,0,9/23/1952,47,0,11,78953,No,233925,Yes,M,Bachelors,Blue Collar,23,Commercial,17410,4,Van,Yes,0,0,No,1,0,8,No,Urban
528698470,1,6/9/1955,44,1,12,19237,No,129516,Yes,F,High School,Clerical,28,Private,22500,11,Minivan,No,0,0,No,0,0,5,No,Urban
932076592,0,12/14/1963,35,2,10,99325,Yes,253542,No,F,Bachelors,Blue Collar,40,Commercial,20870,9,SUV,No,1994,2,No,3,6755,15,Yes,Urban
575863096,0,5/1/1952,47,0,11,183410,No,407959,Yes,M,Masters,Lawyer,44,Private,1500,4,Minivan,Yes,0,0,No,2,0,17,No,Urban
643171611,0,11/28/1939,59,3,18,69483,No,255868,Yes,M,Bachelors,Blue Collar,34,Commercial,14350,1,Minivan,Yes,0,0,No,1,0,12,No,Rural
33092467,0,12/26/1961,37,1,11,55341,No,180901,Yes,F,Masters,Lawyer,46,Private,19220,4,SUV,No,12204,1,No,0,0,17,No,Urban
458250012,0,11/2/1958,41,0,10,130607,No,319354,Yes,F,Masters,Lawyer,31,Private,5600,10,SUV,No,0,0,No,3,0,21,No,Urban
439757265,0,8/7/1956,43,0,4,135157,No,358420,Yes,F,PhD,Doctor,31,Private,20470,6,SUV,No,0,0,No,0,0,16,No,Urban
430670098,0,4/1/1969,30,2,11,132463,Yes,362176,No,M,Bachelors,Professional,38,Private,14820,6,Minivan,Yes,5007,3,No,5,0,11,No,Urban
880340839,0,9/2/1953,46,0,10,107872,No,324375,Yes,F,Masters,Lawyer,35,Private,12290,4,Sports Car,No,4784,3,No,3,0,11,No,Urban
64308498,0,9/14/1943,56,0,14,13692,No,134847,Yes,F,High School,Home Maker,28,Private,35620,1,SUV,No,0,0,No,0,0,9,No,Urban
495504901,0,2/1/1959,40,2,12,71237,No,203433,Yes,M,Bachelors,Clerical,25,Private,12620,1,Minivan,Yes,30001,2,Yes,5,0,13,No,Urban
673625030,0,12/25/1947,51,0,16,36431,No,170380,Yes,M,High School,Clerical,51,Commercial,18050,6,Van,No,0,0,No,1,0,1,No,Rural
171651788,0,10/6/1959,40,0,0,0,No,0,No,F,High School,Student,48,Commercial,8690,10,SUV,No,0,0,No,0,0,10,No,Rural
937660052,0,7/16/1961,38,0,11,71263,No,193720,Yes,F,Bachelors,Blue Collar,34,Commercial,14980,9,SUV,No,29447,1,Yes,0,1909,9,Yes,Urban
810479400,0,6/25/1966,33,2,14,58973,No,197613,Yes,M,High School,Blue Collar,26,Commercial,10580,1,Pickup,Yes,0,0,No,1,20540,1,Yes,Urban
994894155,1,7/30/1963,36,1,11,109631,No,277683,Yes,F,Bachelors,Blue Collar,15,Commercial,29960,10,Minivan,No,0,0,No,0,7443,12,Yes,Urban
106952963,3,7/20/1962,37,3,10,107765,Yes,309216,No,M,Masters,Manager,14,Commercial,24440,4,Panel Truck,Yes,5818,1,No,1,0,17,No,Urban
206064949,0,3/16/1964,35,2,13,8746,No,127941,Yes,F,High School,Blue Collar,50,Commercial,5370,1,SUV,No,0,0,No,6,962,1,Yes,Urban
422322006,0,6/27/1973,26,0,9,53982,No,152641,Yes,F,Bachelors,Blue Collar,37,Commercial,18980,10,SUV,No,0,0,No,0,0,1,No,Rural
792318698,1,10/25/1957,42,4,15,9950,No,0,Yes,F,High School,Student,37,Private,6690,11,SUV,No,0,0,Yes,0,0,1,No,Urban
944417458,0,9/24/1964,35,0,8,32994,No,142226,No,F,High School,Blue Collar,26,Private,13120,4,SUV,No,0,0,No,3,0,1,No,Urban
43560967,0,2/10/1944,55,0,11,44427,No,214963,Yes,F,Bachelors,Manager,27,Private,15890,10,SUV,No,0,0,No,0,0,11,No,Urban
337358239,0,1/25/1950,49,0,0,0,No,0,No,F,Bachelors,Home Maker,52,Private,6400,3,SUV,No,0,0,No,5,4439,9,Yes,Urban
384934557,0,1/20/1962,37,1,9,6478,No,114124,Yes,F,High School,Student,43,Private,5300,1,SUV,No,0,0,No,0,0,8,No,Urban
12233674,0,12/24/1968,30,0,10,37614,No,165402,Yes,M,High School,Blue Collar,75,Commercial,16170,6,Minivan,Yes,0,0,No,1,0,1,No,Rural
61725370,0,5/15/1944,55,0,13,74385,No,0,No,F,Bachelors,Professional,61,Private,12520,9,SUV,No,8533,1,Yes,7,2203,12,Yes,Rural
519429084,0,11/24/1956,42,0,7,2763,No,0,Yes,M,High School,Student,44,Commercial,7230,4,Pickup,No,0,0,No,0,0,9,No,Rural
355004402,0,11/3/1945,54,0,7,91916,No,266099,Yes,F,Bachelors,Professional,42,Private,16090,1,SUV,No,0,0,No,0,0,9,No,Rural
435559869,0,8/14/1952,47,0,8,76134,No,218823,Yes,M,Bachelors,Professional,22,Private,37580,9,Minivan,No,0,0,No,0,0,1,No,Urban
271390150,0,12/2/1962,36,1,4,75587,Yes,0,No,M,Bachelors,Blue Collar,36,Commercial,22520,20,Van,No,3753,1,No,2,0,6,No,Urban
726538399,0,11/4/1955,44,1,66,48088,No,131782,Yes,F,High School,Blue Collar,31,Commercial,10710,1,Minivan,No,3647,2,No,2,0,6,No,Urban
244445585,0,9/1/1951,48,0,11,136008,No,0,No,M,Masters,Lawyer,34,Private,30280,10,Minivan,Yes,0,0,Yes,2,0,11,No,Urban
603952631,0,4/3/1968,31,3,12,14064,Yes,0,No,M,High School,Clerical,24,Private,12470,10,Minivan,Yes,9237,2,No,2,0,5,No,Urban
946040735,0,4/8/1959,40,0,11,83999,No,224899,Yes,F,Masters,Lawyer,28,Private,24530,1,SUV,No,0,0,No,0,0,14,No,Urban
264240413,0,11/5/1959,40,1,13,37958,Yes,0,No,M,Bachelors,Clerical,45,Private,13890,4,Minivan,No,15849,1,Yes,0,2303,10,Yes,Urban
889607442,0,11/7/1966,33,1,11,13812,No,0,Yes,F,High School,Student,49,Private,4800,1,SUV,No,0,0,No,0,5181,1,Yes,Urban
233104477,0,8/14/1962,37,0,11,90295,No,240194,Yes,F,Bachelors,Manager,25,Private,14890,12,SUV,No,0,0,Yes,0,0,14,No,Urban
762271373,0,5/8/1948,51,0,14,121900,No,392573,Yes,M,Masters,Lawyer,56,Private,14740,1,Minivan,No,5519,1,No,4,0,15,No,Urban
646644539,1,11/18/1963,35,2,5,71424,Yes,224831,No,M,Masters,Lawyer,32,Private,18390,11,Minivan,Yes,0,0,No,1,0,21,No,Urban
884881408,0,4/19/1945,54,0,9,94995,No,301004,Yes,F,PhD,Clerical,42,Commercial,33700,7,Minivan,Yes,5172,1,No,6,0,10,No,Rural
91970915,1,7/14/1963,36,2,9,21873,Yes,118100,No,M,High School,Clerical,27,Private,7290,6,Minivan,No,0,0,No,0,0,1,No,Rural
290532681,0,3/7/1951,48,0,5,92868,No,256927,Yes,F,Masters,Manager,39,Private,15590,7,SUV,No,0,0,No,2,0,9,No,Urban
604014833,0,2/28/1946,53,0,10,185291,No,475137,Yes,F,PhD,Manager,49,Private,22070,17,Pickup,No,0,0,No,3,0,12,No,Urban
297184888,0,9/28/1961,38,0,12,97821,No,268333,Yes,M,Masters,Manager,39,Private,15080,7,Minivan,No,0,0,No,3,0,10,No,Urban
946150116,0,7/28/1951,48,0,15,24503,No,141398,No,M,High School,Blue Collar,39,Commercial,20350,1,Van,Yes,0,0,No,0,0,8,No,Rural
75005626,0,5/24/1958,41,0,9,18939,No,0,No,M,High School,Blue Collar,50,Private,5600,1,Minivan,No,41669,3,Yes,1,2553,1,Yes,Urban
438313427,0,7/20/1955,44,0,13,102872,No,345288,No,M,Bachelors,Professional,38,Private,5960,7,Pickup,Yes,0,0,Yes,1,0,17,No,Urban
834417714,0,5/4/1951,48,0,12,59334,No,208034,No,M,Bachelors,Blue Collar,50,Private,12230,3,Minivan,Yes,0,0,No,3,0,11,No,Urban
202517761,0,9/25/1961,38,0,11,48207,No,179539,No,F,High School,Clerical,38,Private,10120,3,SUV,No,1842,3,No,4,22180,8,Yes,Urban
170332960,0,7/31/1967,32,2,0,0,Yes,0,No,F,High School,Home Maker,28,Private,10120,1,SUV,No,3928,2,No,1,2398,8,Yes,Urban
339409075,0,7/15/1954,45,0,10,96708,No,272829,Yes,F,Bachelors,Blue Collar,29,Commercial,7880,4,SUV,No,4148,2,No,7,0,9,No,Urban
520479444,0,10/3/1974,25,0,0,0,No,0,Yes,M,High School,Student,37,Private,4000,1,Minivan,Yes,4920,1,No,3,0,1,No,Rural
937101626,0,3/15/1951,48,0,12,30377,No,137865,Yes,F,High School,Blue Collar,29,Commercial,6300,1,SUV,No,0,0,Yes,0,5600,12,Yes,Urban
735675417,0,9/8/1969,30,0,0,0,No,0,No,F,High School,Home Maker,18,Private,1500,10,Sports Car,No,0,0,No,0,0,7,No,Rural
97502024,0,4/20/1963,36,3,15,7585,No,75925,Yes,M,High School,Student,5,Private,15500,1,Minivan,Yes,6826,2,No,7,0,1,No,Urban
577375929,1,11/19/1953,45,1,10,39032,Yes,209556,No,F,Bachelors,Manager,43,Private,10520,1,Sports Car,No,0,0,No,1,0,11,No,Urban
427973991,1,2/11/1958,41,2,15,44224,No,158126,Yes,F,Bachelors,Clerical,74,Private,11710,4,Sports Car,No,0,0,No,0,0,11,No,Rural
656344335,0,12/9/1955,43,0,7,83550,No,0,No,M,Bachelors,Professional,5,Commercial,24950,1,Panel Truck,No,0,0,No,0,0,13,No,Urban
449092328,0,11/9/1971,28,2,12,56943,Yes,0,No,M,High School,Clerical,60,Private,5810,6,Minivan,No,0,0,No,0,0,10,No,Rural
53576888,0,9/29/1950,49,0,6,8252,No,98860,No,M,High School,Student,42,Private,6400,6,Minivan,No,0,0,No,0,0,6,No,Rural
535896650,0,11/17/1969,30,2,12,106722,Yes,0,No,F,Bachelors,Manager,43,Private,26520,7,Sports Car,No,0,0,No,0,3282,13,Yes,Urban
44950663,2,10/15/1956,43,3,14,12284,No,100519,Yes,F,High School,Clerical,43,Private,26710,17,Pickup,No,0,0,No,0,3337,7,Yes,Urban
660436395,0,9/26/1947,52,0,13,92182,No,286479,Yes,F,High School,Blue Collar,55,Commercial,20160,1,Minivan,No,7888,2,No,0,0,1,No,Urban
685516044,0,8/10/1964,35,2,10,49299,No,162024,Yes,M,High School,Blue Collar,54,Private,9210,10,Pickup,No,0,0,No,0,0,7,No,Urban
734265621,0,9/12/1947,52,0,14,284898,No,645241,Yes,M,PhD,Manager,33,Commercial,35190,3,Panel Truck,Yes,0,0,No,0,0,19,No,Urban
299869772,2,5/19/1957,42,2,8,57379,Yes,0,No,F,High School,Blue Collar,37,Commercial,9420,6,Sports Car,No,5858,2,No,2,20433,1,Yes,Urban
989828809,0,6/20/1953,46,0,5,40264,No,116913,Yes,F,Masters,Professional,5,Private,17940,6,Minivan,No,0,0,No,0,0,10,No,Urban
509427828,1,8/18/1957,42,2,9,44661,No,0,Yes,F,Masters,Lawyer,51,Private,25750,1,SUV,No,7637,2,No,3,3753,9,Yes,Urban
693292141,0,2/25/1954,45,0,79,78796,No,236707,Yes,M,Masters,Lawyer,24,Private,15950,7,Minivan,No,0,0,No,0,0,15,No,Urban
450344267,0,11/12/1976,23,3,10,27239,Yes,0,No,M,High School,Clerical,53,Private,6520,3,Pickup,Yes,0,0,No,5,2804,1,Yes,Urban
137281356,0,7/17/1952,47,0,7,28654,No,144131,No,M,High School,Professional,22,Private,10990,1,Pickup,Yes,0,0,No,2,0,8,No,Rural
241830346,0,8/14/1962,37,2,9,591,No,0,Yes,F,High School,Student,42,Private,11370,1,Sports Car,No,0,0,No,4,0,5,No,Rural
179378595,0,9/9/1954,45,2,6,131148,Yes,0,No,M,Bachelors,Professional,19,Private,28400,7,Minivan,No,0,0,No,0,0,8,No,Urban
405093473,0,3/18/1934,65,0,0,0,No,110627,Yes,F,PhD,Home Maker,43,Private,16830,6,SUV,No,0,0,No,0,0,13,No,Rural
508605858,0,12/11/1953,45,3,14,227092,Yes,544976,No,M,PhD,Manager,11,Commercial,31370,1,Panel Truck,Yes,0,0,No,0,0,20,No,Urban
669242372,0,11/20/1953,45,2,13,103093,No,323805,Yes,M,Masters,Professional,31,Private,14830,6,Minivan,Yes,0,0,No,0,0,16,No,Urban
141677056,0,7/9/1954,45,1,15,91898,No,318207,Yes,M,Masters,Lawyer,47,Private,16190,14,Minivan,Yes,0,0,No,2,0,11,No,Urban
61970712,0,6/17/1954,45,0,9,107537,No,295463,Yes,M,Masters,Lawyer,30,Private,16820,4,Van,Yes,0,0,No,0,0,12,No,Urban
550890153,0,7/26/1944,55,0,12,87793,No,285139,Yes,M,Masters,Manager,60,Commercial,38340,4,Panel Truck,No,0,0,No,0,0,16,No,Urban
386767475,1,1/14/1957,42,3,13,42891,No,197173,Yes,F,High School,Clerical,26,Private,22150,15,SUV,No,3790,2,No,0,2088,6,Yes,Urban
535150620,0,8/22/1956,43,0,12,66101,No,247991,Yes,F,Masters,Lawyer,42,Private,12410,1,SUV,No,0,0,No,0,2479,14,Yes,Urban
437754829,2,1/23/1963,36,3,6,26011,No,133863,Yes,M,High School,Blue Collar,41,Private,18290,6,Minivan,No,0,0,Yes,0,0,1,No,Urban
847570626,0,8/15/1945,54,0,16,19394,No,158811,Yes,M,Masters,Manager,51,Private,11550,10,Pickup,Yes,0,0,No,0,0,9,No,Urban
65565555,0,2/7/1950,49,0,16,70497,No,198019,Yes,F,Bachelors,Professional,5,Private,6400,4,SUV,No,0,0,No,3,0,11,No,Urban
988703393,0,12/4/1972,26,3,11,28726,No,119210,Yes,M,High School,Clerical,40,Private,17370,1,Van,No,7081,3,No,0,4544,9,Yes,Rural
474290004,0,11/12/1969,30,0,11,112687,No,292964,No,M,High School,Manager,24,Private,12770,1,Minivan,Yes,0,0,No,0,9863,1,Yes,Urban
536804471,0,4/14/1960,39,0,11,107949,No,273486,No,F,Bachelors,Professional,49,Private,7330,10,SUV,No,8043,2,No,6,0,11,No,Urban
197143019,1,10/17/1947,52,1,12,50726,Yes,220288,No,M,Bachelors,Manager,12,Private,1500,7,Minivan,No,0,0,No,0,3971,10,Yes,Urban
736936242,0,11/13/1940,59,0,13,83937,No,243854,Yes,M,Bachelors,Blue Collar,52,Commercial,28250,4,Sports Car,Yes,0,0,No,0,0,1,No,Rural
467907264,0,12/17/1965,33,2,14,54109,No,198173,Yes,F,High School,Blue Collar,28,Commercial,8700,4,SUV,No,0,0,No,0,0,1,No,Rural
181829322,0,3/12/1954,45,2,16,63479,No,218781,Yes,F,Bachelors,Professional,23,Private,24510,1,Minivan,No,0,0,No,0,0,14,No,Urban
234713782,0,8/21/1954,45,3,16,32959,No,124867,Yes,M,High School,Blue Collar,32,Commercial,18400,6,Van,No,0,0,No,1,0,2,No,Rural
111008804,0,9/1/1960,39,0,10,106944,No,0,No,F,Bachelors,Blue Collar,21,Private,19960,10,SUV,No,0,0,No,0,0,12,No,Urban
363221604,0,1/12/1955,44,0,6,84736,No,222348,Yes,F,Masters,Lawyer,10,Private,7930,11,SUV,No,2772,2,No,3,0,17,No,Urban
304736924,0,11/29/1942,56,0,14,63535,No,0,No,F,High School,Blue Collar,51,Commercial,13450,11,Sports Car,No,30094,4,Yes,1,2160,4,Yes,Urban
528286303,0,2/2/1959,40,0,11,4404,No,0,No,F,Masters,Home Maker,54,Private,10400,4,Minivan,No,21205,2,No,1,0,17,No,Urban
109104767,0,7/26/1949,50,0,7,62069,No,227214,Yes,M,Bachelors,Manager,30,Private,12710,10,Minivan,No,0,0,No,0,0,6,No,Urban
524414536,0,11/29/1967,31,1,10,26119,No,0,Yes,F,Bachelors,Student,47,Private,7210,4,SUV,No,0,0,No,0,0,8,No,Urban
396881068,0,10/23/1942,57,0,7,93870,No,302628,Yes,M,Masters,Manager,16,Private,16870,11,Van,Yes,0,0,No,0,0,14,No,Urban
742200775,0,10/27/1948,51,0,11,54920,No,0,No,F,Masters,Lawyer,31,Private,33400,6,Minivan,No,0,0,No,1,0,10,No,Urban
994001102,0,2/2/1950,49,0,13,66196,No,229425,Yes,M,Bachelors,Professional,17,Private,8550,4,Pickup,Yes,28274,2,No,0,0,11,No,Urban
738003591,0,5/14/1952,47,0,11,77501,No,223491,Yes,M,High School,Professional,66,Private,21030,4,Minivan,Yes,8657,2,No,2,0,12,No,Urban
403517745,0,5/10/1961,38,2,15,136334,Yes,340085,No,F,Bachelors,Manager,23,Private,21130,13,Minivan,No,0,0,No,0,0,12,No,Urban
335505768,0,9/3/1929,70,0,14,12280,No,0,No,F,High School,Manager,18,Private,27040,10,SUV,No,2080,1,No,3,0,6,No,Urban
64132133,0,3/7/1946,53,0,12,176037,No,496550,Yes,F,Masters,Lawyer,18,Private,41180,1,Minivan,No,0,0,No,0,0,16,No,Urban
866100928,0,8/8/1941,58,0,13,103555,No,322978,No,F,Masters,Lawyer,49,Private,30580,1,Sports Car,No,0,0,No,0,6418,17,Yes,Rural
3246903,0,12/1/1966,32,5,0,0,No,0,Yes,M,High School,Student,24,Private,4700,4,Minivan,Yes,0,0,No,0,0,8,No,Urban
387139563,0,10/16/1962,37,1,9,67175,Yes,0,No,F,PhD,Lawyer,40,Private,23340,9,Pickup,No,0,0,No,5,0,22,No,Urban
302381933,0,10/1/1951,48,0,9,40408,No,0,No,F,High School,Clerical,24,Private,5540,4,Sports Car,No,0,0,Yes,1,4456,1,Yes,Urban
541831702,0,5/12/1962,37,0,11,24447,No,143909,Yes,F,Masters,Lawyer,25,Private,19720,4,SUV,No,0,0,Yes,3,0,13,No,Urban
573494104,0,9/24/1955,44,1,16,35794,No,87721,Yes,F,PhD,Manager,40,Private,13050,6,Sports Car,No,45337,1,Yes,3,0,18,No,Urban
114135074,0,3/19/1952,47,0,12,143716,No,379399,Yes,F,PhD,Manager,23,Commercial,38120,1,Panel Truck,No,0,0,No,2,0,16,No,Urban
400710320,0,7/16/1954,45,2,13,72727,No,246002,Yes,F,Bachelors,Professional,24,Private,13210,10,SUV,No,0,0,No,2,0,10,No,Urban
872661512,0,8/31/1952,47,0,11,63239,No,227786,Yes,F,High School,Clerical,22,Private,7820,17,SUV,No,8752,2,No,0,0,1,No,Urban
570595259,0,6/10/1960,39,2,13,26840,Yes,143884,No,M,Masters,Lawyer,26,Private,21950,1,Van,No,5477,3,No,4,0,9,No,Urban
93202709,0,11/6/1968,31,2,7,35053,Yes,125625,No,M,High School,Blue Collar,28,Commercial,12860,10,Minivan,Yes,0,0,Yes,1,3920,1,Yes,Urban
138657379,0,9/17/1959,40,0,11,87967,No,260892,Yes,M,Masters,Professional,49,Private,14300,10,Minivan,Yes,0,0,Yes,0,0,11,No,Urban
